,nvda,msft,googl,amzn,aapl,meta
2023-01-03,100.0,100.0,100.0,100.0,100.0,100.0
2023-01-04,103.03177629354892,95.62567029939216,98.83302961731782,99.207643547432,101.03142195109045,102.1084026352598
2023-01-05,99.65069959117794,92.79153000304785,96.72350955307135,96.85388375921303,99.9600113923486,101.76367395314183
2023-01-06,103.80020251367448,93.88512061606265,98.00268165474705,100.30296217333377,103.63795830799924,104.23281378899934
2023-01-09,109.17219017611941,94.79921362455138,98.76569477541702,101.79445458052155,104.0617159579297,103.79188605436127
2023-01-10,111.13519098247944,95.52131762495121,99.21454480921822,104.71918325117645,104.52544360461751,106.61376191369418
2023-01-11,111.77785144902381,98.40970087509913,102.6929879924567,110.80167405736483,106.73224897579598,106.53360220082916
2023-01-12,115.34052088149669,99.55336845729987,102.25537625684224,111.01141573275038,106.66828953662657,109.59598185569735
2023-01-13,118.05098694905207,99.85389577531824,103.36624146424495,114.33232707468726,107.74767176164706,109.81242047751493
2023-01-17,123.66048101632707,100.32139654284849,102.43491281773656,111.92030225275164,108.6911200166307,108.51373943272887
2023-01-18,121.39016174084132,98.42639101473102,102.24416385335178,111.23281219287841,108.10745756514541,106.63782708741188
2023-01-19,117.11488639567074,96.80689724605492,104.40979772444314,109.15870500850818,108.1554240427068,109.14701595852654
2023-01-20,124.61752252135993,100.26712083759348,109.98652267374133,113.31857416199121,110.23424849923302,111.7284003507943
2023-01-23,134.07613689860372,101.25217969096909,111.97262861550381,113.63318223007151,112.82482291269054,114.85492503581267
2023-01-24,134.57909320744218,101.02679730303588,109.6274495519527,112.23491032083194,113.96017429970773,114.75067549228967
2023-01-25,134.9842672764352,100.42990210132656,106.84470191061428,113.23700844878547,113.42446591852114,113.43593045090824
2023-01-26,138.33039126300815,103.51447964592275,109.42547955251203,115.61407780648952,115.10354077842297,118.08561296506304
2023-01-27,142.2633554086977,103.58125985532112,111.50133651159082,119.13306714907341,116.67864277697863,121.64503955065685
2023-01-30,133.85957811451806,101.30644884593383,108.77469404553186,117.1638352473939,114.3359778793395,117.89323951696313
2023-01-31,136.47923781338318,103.43516218092962,110.90662165362839,120.17012074125853,115.3673936267986,119.42441085169202
2023-02-01,146.301077665388,105.49712150768818,112.69074896438478,122.52388941947348,116.27886836582888,122.75132249040274
2023-02-02,151.65210436890274,110.4432784491061,120.89317885363144,131.56607325054435,120.58846902505155,151.3307997916242
2023-02-03,147.39783666631254,107.8345270909853,117.57180426647922,120.47308291459228,123.5308141503094,149.5350471591722
2023-02-06,147.32099537811857,107.1750242147856,115.46230146536361,119.06315622061024,121.31604331648364,149.1582521262142
2023-02-07,154.8934835826607,111.67876800044331,120.78095987150705,118.9815905074045,123.65074275147552,153.6155365353288
2023-02-08,155.11700489971585,111.33232314756644,111.50133651159082,116.58122047021145,121.46795784086581,147.0498618194245
2023-02-09,156.03915371078665,110.0341997205777,106.6090601744405,114.47214893161362,120.62843281817759,142.63269425215285
2023-02-10,148.550469327408,109.817175503041,106.11534326354655,113.73805751276225,120.92474306575147,139.61039445371716
2023-02-13,152.20399848131416,113.24819135022378,106.16023603533556,115.98695090828643,123.19893228060191,143.84320207848145
2023-02-14,160.4680316032306,113.60295507175549,106.23877464916139,116.17338301418691,122.67842279621115,143.88329426338407
2023-02-15,159.02199886985554,112.69494073264603,108.77469404553186,117.87462598675621,124.38407401279599,142.0234335861923
2023-02-16,153.69892900370488,109.69467197423587,107.17011192723523,114.36728253891886,123.08682025493079,138.2395425447183
2023-02-17,149.40967523985228,107.98327108264967,105.8684891238823,113.26030912827456,122.15793812634577,138.5922724039586
2023-02-21,144.28921241547675,105.7278685833602,102.99596457053129,110.20741338543583,118.89877354828668,137.95094538715804
2023-02-22,144.98079734740833,105.24248552336721,102.83887007974877,111.61734007941789,119.24308749521002,137.18135296699737
2023-02-23,165.30912612675158,106.60661622550134,101.98607141550077,111.65229554364949,119.63549199232165,137.9188543793777
2023-02-24,162.66851213804915,104.2842501086857,100.01121240349048,108.94896333312265,117.4814174875777,136.59613281781424
2023-02-27,164.1704718843382,104.67758848967273,100.84155173449581,109.25192550645639,118.45036266739027,135.91471361611104
2023-02-28,162.17950757152119,104.36793661729516,101.05475140055779,109.79958481940729,118.04194039414524,140.24370796492525
2023-03-01,158.56095114069163,103.04982825466402,101.39138245223465,107.39920589221823,116.36030963812915,139.02518663300418
2023-03-02,162.86412997048325,105.07509940556771,103.23158904357422,107.35259564324411,116.84080570034314,139.91504327940265
2023-03-03,166.88786047030578,106.82417101655068,105.08303393310055,110.58028648723277,120.9407360273595,148.508899275351
2023-03-06,164.5406732302545,107.48532456590081,106.74371259511122,109.24027072171387,123.1829145044685,148.22831562338322
2023-03-07,162.7101406158227,106.34715922753475,105.31866703770889,109.00722836683929,121.39719922174204,147.91567794904557
2023-03-08,168.94941046219282,106.15887113345373,105.75628740488878,109.43835761235687,122.41418532269212,148.28443481947082
2023-03-09,163.74418346727873,105.58141064300335,103.59066216536283,107.49242639016646,120.58840698873811,145.65498172211838
2023-03-10,160.45335959888874,104.02062057581112,101.69432450404751,105.72128137912998,118.91480373168277,143.90733478016148
2023-03-13,160.46034880822978,106.25092891304024,102.2329514498613,107.702168065552,120.4923127392004,145.02163122549987
2023-03-14,168.12492384729566,109.1256089559237,105.4420897917583,110.5569769177477,122.18996127134987,155.5395545711409
2023-03-15,169.27776991936335,111.07135958283558,107.84333950432719,112.0950795739096,122.51026716496716,158.52977569026643
2023-03-16,178.4515473395888,115.57384571275968,112.56732621033537,116.56956568546892,124.80049897047635,164.28572881569696
2023-03-17,179.73712169820715,116.92538020668654,114.02602624133995,115.2994608484132,124.11981172475157,156.81418277067942
2023-03-20,180.9598198491278,113.91261349442333,113.57720210223503,113.85457869019955,126.04165949371793,158.5778690522914
2023-03-21,183.04888651824868,114.56117083556616,117.72889012569632,117.23374617585709,127.54713193405465,162.0651001167321
2023-03-22,184.9283569362534,113.93771420677392,115.98967284985979,115.00815345982198,126.38599825516665,160.1811865942928
2023-03-23,189.97986134022224,116.18476508595717,118.49192050949713,115.0198082445645,127.26683946261417,163.76464136819388
2023-03-24,187.1012541029093,117.40243784773443,118.31238394860281,114.34397296943379,128.3238762075291,165.15153261684785
2023-03-27,185.3685170665088,115.6491609503921,114.96857592290424,114.23910657673902,126.74636720001146,162.6102527379529
2023-03-28,184.52314285270316,115.16795042530707,113.36401106773846,113.30691937724866,126.24185067722873,160.87863280718094
2023-03-29,188.53356184313185,117.3773109342227,113.76795969818522,116.81426282508605,128.74027635068407,164.6224316637523
2023-03-30,191.32132269719725,118.8585935780037,113.20691657695593,118.8534145452247,130.0134972407178,166.61855892142654
2023-03-31,194.07417751911478,120.63695808711611,116.39362148030656,120.356561737155,132.0474570353553,169.90541536064507
2023-04-03,195.3876687005399,120.18925884710043,117.10052942569706,119.33116292971239,133.06445554356807,170.81131134669857
2023-04-04,191.8104072928398,120.16833721994806,117.50448668770927,121.12560862023795,132.63203762427966,172.13404523673222
2023-04-05,187.81395338290736,118.9799311551391,117.2239608113119,117.80470616829706,131.13458027564099,169.5366584902198
2023-04-06,188.90388323272006,122.0178509820752,121.65619197430142,118.92332547368787,131.85526853627988,173.24037749035867
2023-04-10,192.6907542297221,121.09308100043108,119.43447019106144,119.0515014358677,129.74923495267342,172.15809808197977
2023-04-11,189.82615208746276,118.34807705420869,118.21139463309977,116.42973493854656,128.76430921851554,171.43659902384408
2023-04-12,185.1169855593465,118.62426349354884,117.41472703882754,113.99440943712192,128.2037739046853,171.5568509216117
2023-04-13,184.89342422773404,121.2813756448024,120.54533539846413,119.31950814496987,132.5759816114441,176.6474488419344
2023-04-14,186.9545473976766,119.73314903436602,122.16113855181668,119.4476841071497,132.295713954529,177.56134600511027
2023-04-17,188.65935427308455,120.84618745922036,118.90708154343439,119.71568192625588,132.311706916137,175.45298035526088
2023-04-18,193.30563125531734,120.66625098524553,117.25763254804502,119.20298696753258,133.30468496378103,174.67533744409732
2023-04-19,195.1501422884312,120.69974916973433,116.89855079469096,121.53344607626249,134.23359190689143,172.9196893250181
2023-04-20,189.37200020033956,119.72058557761017,118.14407705432983,120.96247719382653,133.44880772719355,170.81131134669857
2023-04-21,189.47679832589762,119.57413418754359,118.27872947500057,124.63295206807533,132.1435636921557,170.66701893215352
2023-04-24,188.9388292794252,117.90454379881072,118.90708154343439,123.7590299023016,132.3918082040667,170.58683456234826
2023-04-25,183.34232660508562,115.2474578487183,116.52826526941186,119.51759503561289,131.14259536733903,166.38610561689416
2023-04-26,188.33794401069775,123.59538359122153,116.37116214706391,122.32580252883048,131.13458027564099,167.86917126112792
2023-04-27,190.22439029985776,127.55384191228127,120.72484606466216,127.96550930475877,134.8581611034672,191.24579992138135
2023-04-28,193.8785596866807,128.57066967351193,120.44433745139564,122.87345295178538,135.8751472044173,192.65674401528287
2023-05-01,201.99029740352873,127.85930814917027,120.28724296061313,118.91167957894133,135.80311063723641,194.94949426457995
2023-05-02,197.09947812347465,127.79650396597151,118.17772289636666,120.75273551844101,134.96227044470297,191.7909525426021
2023-05-03,194.2488277235258,127.37389233772589,118.27872947500057,120.77604508792605,134.0894443289535,190.01925275539767
2023-05-04,192.57199102366775,127.79650396597151,117.4708235825416,121.1838736539546,132.7601674260842,187.20541505859754
2023-05-05,200.38331278252363,129.98917433525526,118.45825740432944,123.11815898139848,138.99016420453844,186.61216907535177
2023-05-08,203.67412331272786,129.15226994741886,120.92683332723368,123.31624587204149,138.93410819170288,187.00499111949475
2023-05-09,199.6217290516957,128.4618300502296,120.45555848645155,124.23677828678932,137.54878768326068,187.0851631608299
2023-05-10,201.8156071845604,130.68380641822333,125.39274485852174,128.39664744027235,138.98216152010306,186.85266054241694
2023-05-11,199.6706268407113,129.7632024211969,130.80116291354693,130.7154517642597,139.13429937521366,189.0251958793568
2023-05-12,198.0077685595353,129.28619718247123,131.85592294567016,128.47821315347804,138.38055816676737,187.4378930200702
2023-05-15,202.29072669970668,129.4912212682161,130.733845334777,129.5735228893838,137.979605065662,191.4863160453868
2023-05-16,204.1072942336422,130.4452710474091,134.10008679902194,132.1370332429843,137.979605065662,191.45424969454675
2023-05-17,210.84964043252268,131.67817978437623,135.59245856675963,134.5840135291515,138.47675167440661,194.39637745164728
2023-05-18,221.32991982483227,133.5736634836841,137.82540138505553,137.6718736262178,140.36921904532193,197.89163435015064
2023-05-19,218.4373341688373,133.49817793850443,137.74685413966426,135.45793569492523,140.4574222757885,196.92161799088717
2023-05-22,217.82252383417088,134.68916481768346,140.31642800963698,134.01305353671157,139.68760125489536,199.07007582563918
2023-05-23,214.41292342154074,132.20656550005342,137.52242480698095,133.9897439672265,137.5706492801213,197.8034734601633
2023-05-24,213.36490215140267,131.615270796533,135.65978477709498,136.04055047210767,137.79518351303082,199.78357370665256
2023-05-25,265.3611517203292,136.67692900644738,138.55476003212323,134.00139875196902,138.71734090523762,202.57337088667526
2023-05-26,272.1104871285507,139.59983883665797,139.82271109874304,139.95572248597358,140.67390419521192,210.06899443388068
2023-05-30,280.2501683445771,138.89530271478745,138.76794243505438,141.76183185123764,142.17343355671989,210.453790643961
2023-05-31,264.3410472729979,137.71272640832714,137.87027689371368,140.50338179892447,142.13333328370427,212.21745226863268
2023-06-01,277.86770160317656,139.4698417757732,138.82405624189929,143.05522847778644,144.41067394327808,218.5425738751211
2023-06-02,274.7724422144776,140.6524180822335,139.89002867751296,144.7797721298448,145.10028201087732,218.5425738751211
2023-06-05,273.6825257028507,140.87886161719197,141.39362148030656,146.00326671792638,144.0017305650001,217.5645809956756
2023-06-06,270.0703049102597,139.9311394184089,142.85232151131115,147.52971458934573,143.70503569228276,217.34809305997746
2023-06-07,261.859824604191,135.61176010295483,137.455107228211,141.2607827872609,142.59041684122133,211.31959444511187
2023-06-08,269.09202901348846,136.40013994040152,137.05116722932965,144.7797721298448,144.79558445372467,212.1052138764575
2023-06-09,270.90882329658194,137.0417932755899,137.15213928170184,143.8242842508654,145.10833432436343,212.40183686808035
2023-06-12,275.8839932634159,139.16369430869514,138.73428796145214,147.48310434037165,147.37762267045113,217.29194920694957
2023-06-13,286.64484139329886,140.18695445498014,138.94747899594867,147.58797962306238,146.99274938179263,217.50843714264772
2023-06-14,300.445355353611,141.46599033609476,138.76794243505438,147.3083181292177,147.50592617393332,219.1358445153071
2023-06-15,298.04162754410055,145.97826259969625,140.3612948867297,148.11232936652823,149.15784153580572,225.93396020727363
2023-06-16,298.3140733265428,143.55855916932887,138.61084794427185,146.22465428805845,148.2837746937872,225.26856801675538
2023-06-20,306.1122169578626,141.76372723045407,138.12836069999923,146.5625719256238,148.3559477408577,227.93815028442089
2023-06-21,300.78073069649406,139.88079388732152,135.2670485501387,145.4556074049755,147.51397848741942,225.78162963019582
2023-06-22,300.64097318604513,142.45985277960585,138.18444861214786,151.6546193886012,149.95167061000495,228.37906569058882
2023-06-23,294.93911218234524,140.49306262031655,137.2755792988821,150.69914039961776,149.69507601030324,231.46549819070455
2023-06-26,283.91971665958744,137.80078851084326,132.78724296061313,148.36868129088788,148.56442697584572,223.24033742283072
2023-06-27,292.6122389992146,140.30434875736734,132.7760391886881,150.52434529846784,150.8016797696666,230.11866214154279
2023-06-28,287.30865622246705,140.8411319451827,134.85188751620146,150.36121387205642,151.75589752866557,228.70774270458156
2023-06-29,285.2473196415523,140.50563917765297,133.6400416248611,149.03286178127607,152.02853471902606,225.69345641173837
2023-06-30,295.58897526920293,142.80790900389147,134.31329509664934,151.89932541821432,155.54079504870813,230.06256760239546
2023-07-03,296.3645374187129,141.7385479146201,134.53770716620184,151.7361939918029,154.32995787548208,229.29295052529451
2023-07-05,295.69381340931835,141.80564908824218,136.61355549371518,151.92263498769935,153.4238182594087,235.98686598761861
2023-07-06,294.19844272679734,143.11404337038897,134.77333163924476,149.5688663094844,153.80874117711795,234.07886263452133
2023-07-07,296.99348623029056,141.41564480500733,134.06642369385426,151.2234901430836,152.90260156104455,232.90847165003566
2023-07-10,294.73653181694164,139.15533613829865,130.6665104928762,148.1356300460173,151.2427083292622,235.77045202274135
2023-07-11,296.3087037730993,139.4237015310452,131.44074464860208,150.05826058871864,150.8176851385373,239.12944234076227
2023-07-12,306.7690692540613,141.40728663461087,133.44926676578007,152.41202926693362,152.17290562769242,247.98781799208305
2023-07-13,321.2683707666182,143.69696680293237,139.74415522178634,156.4903327072109,152.79034064822116,251.2506462429943
2023-07-14,317.718679388895,144.77890444954014,140.73158904357422,156.93310784747504,152.9106290600053,247.61105994453544
2023-07-17,324.65032112015683,144.98440015618513,139.8675952389666,155.62805643618373,155.55682523210422,249.0139658759042
2023-07-18,331.8685204344007,150.75474737200716,138.868923118992,154.77744383989508,155.34834599711618,250.16036565749303
2023-07-19,328.9547404012246,148.9053646156856,136.9277272121494,157.72547319003905,156.44690985025613,253.33499603300652
2023-07-20,318.07502235980115,145.46245344135548,133.75224334385462,151.43324070846512,154.8672047572423,242.52048668115305
2023-07-21,309.6130372229417,144.16245663134683,134.6723423237417,151.47984206744326,153.91298699824333,235.89871742610146
2023-07-24,311.73031415495626,144.72439293383505,136.36669272248548,150.0815701582037,154.56248238556424,233.77425079424629
2023-07-25,319.18603988130883,147.18603132257107,137.12969721159004,150.46609804474318,155.26010554486155,236.0670503574239
2023-07-26,317.5999161828407,141.6462936263252,145.05160985600477,149.3241602798713,155.96579342490762,239.35391912511255
2023-07-27,320.730335029217,138.6898332093036,145.1974487854697,149.44069034730458,154.93937780431278,249.88778318264758
2023-07-28,326.6697757977686,141.8979295776982,148.76570340698245,154.05500720578624,157.0322596894673,260.9267693188514
2023-07-31,326.52297572523554,140.87051654737607,148.92281516089582,155.7678782931101,157.52943111273729,255.41128300354572
2023-08-01,324.97174472072936,141.0466014506666,147.60995405935617,153.4490828591187,156.85587804305953,258.7061406198866
2023-08-02,309.3335755547868,137.33950396878814,144.05294636759558,149.39408898832647,154.42618860490938,251.97215762960013
2023-08-03,311.0524675543629,136.98724245814316,144.13149361298684,150.20974612038353,153.2955271631892,251.07427514913905
2023-08-04,312.20542033191674,137.45692447233645,143.74999568421728,162.63109743711195,145.9342609871429,249.10218840824223
2023-08-07,317.35534720864786,138.43404437389347,147.58751198924438,165.71894864418226,143.4163559112635,253.77591143917445
2023-08-08,312.093726364318,136.73142742157188,147.4416212703869,163.06222668262956,144.17813702593324,250.63335974297112
2023-08-09,297.3498292011967,135.12948843084456,145.48923022318465,160.6269011812049,142.88711171393865,244.67695802149754
2023-08-10,296.1899672434165,135.42302003884453,145.5229105914832,161.4542042080085,142.7106928457428,245.10179710259993
2023-08-11,285.47793687343454,134.61788455886315,145.37700260949487,161.27942688685053,142.7588702467699,241.81500230573212
2023-08-14,305.72797050233544,135.88850986725902,147.36305676186478,163.79632699147692,144.09982238383094,245.46257745284314
2023-08-15,307.0346592090202,134.9743251547064,145.62389990698625,160.41715061582335,142.4858732457914,242.0635196068599
2023-08-16,303.86227843022624,134.64653552854523,144.41202812094963,157.38756444246968,141.77926722830622,235.92275794287886
2023-08-17,302.87005079114454,133.16728347475083,145.78092534524535,156.117450715418,139.71564166857584,228.54739862191127
2023-08-18,302.5555630471699,132.99918992560117,143.02065430028043,155.23188265489773,140.10908837575343,227.0723218263297
2023-08-21,328.18606075556954,135.2685117917343,144.04171670097426,156.93310784747504,141.19309850975748,232.40342354218768
2023-08-22,319.1091585785575,135.51224809303037,144.83841018994278,156.43206767349426,142.30920623234175,230.55957754771072
2023-08-23,329.22726621278156,137.42017734386909,148.53006167080866,157.9119141859355,145.43273461466856,235.88261644409565
2023-08-24,329.55562566995206,134.46583922089798,145.62389990698625,153.62386018027667,141.62669511900148,229.87820765988806
2023-08-25,321.5548483204857,135.7307657767508,145.73607573128348,155.27848401387584,143.41729886322798,228.87607563590402
2023-08-28,327.26372520989804,136.03336298649742,147.00401816633786,155.1386621569495,144.6859911023797,232.69203302821805
2023-08-29,340.88249305097196,138.0126904013815,150.99865485684376,157.20112344657323,147.84164188781216,238.8888892313464
2023-08-30,344.23659327263255,138.1724126795541,152.46857592290425,157.38756444246968,150.67609345671366,236.57212312221222
2023-08-31,344.8724779408082,137.73955639731153,152.79400320265603,160.81332439710937,150.8527356556379,237.20546129036055
2023-09-01,338.96094065687765,138.117783258624,152.22173041480542,160.9415003592892,152.12946780101305,237.5982463490931
2023-09-05,339.23346646843453,140.17275342565443,152.3451445372894,159.95106590607418,152.32218981238418,240.62047217670792
2023-09-06,328.8700162452434,139.89120884886574,150.87522347122894,157.72547319003905,146.87004155378384,239.83487740230257
2023-09-07,323.1396915531204,138.64306413670874,151.77288901256964,160.6269011812049,142.5741881416222,239.43400486715674
2023-09-08,318.46460408963446,140.47533753482054,153.02962767569898,161.069676321469,143.0720171498148,238.80877883236198
2023-09-11,315.7112824312152,142.01765578342486,153.63554630558642,166.74435634162086,144.01952257969822,246.56089620087712
2023-09-12,313.5588993942663,139.42472337632879,151.86264002988594,164.56536498456384,141.56246272005288,241.83102931691707
2023-09-13,317.8567029351945,141.22757287050553,153.39990456941263,168.78350806175953,139.88424396127667,244.55668146678963
2023-09-14,318.52753365007527,142.33702173628674,154.95959391592027,168.63202253009464,141.1128235201501,249.89579668824007
2023-09-15,306.78038003559027,138.77333630978524,154.17412146200763,163.58657642609538,140.52662998707598,240.74876223700832
2023-09-18,307.2415878229833,138.28585060661257,155.08302530153512,163.10882804160767,142.90341485711394,242.54452719793042
2023-09-19,304.1248806315738,138.11353867052296,154.8922677055849,160.37054925684524,143.7866878880488,244.56471962932235
2023-09-20,295.1730906370404,134.80202631919735,150.06734347346622,157.64389858683734,140.91206160255553,240.23570062356785
2023-09-21,286.6335306117699,134.2809114257303,146.3644364312827,150.69914039961776,139.6594119540626,237.07714657311988
